Index,Deflection_nm,Excitation
0,-0.003357,-99.12723447668611
1,-0.001831,-99.28506586118226
2,-0.002747,-99.42721898282994
3,-0.002747,-99.55367139400333
4,-0.003662,-99.66440312640084
5,-0.003052,-99.75939669419829
6,-0.004883,-99.8386370968101
7,-0.003662,-99.90211182125813
8,-0.004272000000000001,-99.94981084414756
9,-0.003967,-99.98172663324974
10,-0.003967,-99.99785414869157
11,-0.002441,-99.99819084375144
12,-0.004272000000000001,-99.98273666526127
13,-0.0021360000000000003,-99.95149405361501
14,-0.001831,-99.9044679423832
15,-0.003967,-99.84166575753395
16,-0.0045780000000000005,-99.76309741626028
17,-0.002747,-99.66877532541407
18,-0.002441,-99.55871437954688
19,-0.001831,-99.43293195855793
20,-0.003662,-99.29144792494962
21,-0.001831,-99.13428462069098
22,-0.001221,-98.96146686368962
23,-0.003052,-98.77302194387279
24,-0.003967,-98.56897961887782
25,-0.002441,-98.34937210935315
26,-0.002747,-98.11423409387035
27,-0.003357,-97.86360270344784
28,-0.003967,-97.59751751568758
29,-0.003662,-97.31602054852527
30,-0.0021360000000000003,-97.01915625359526
31,-0.003052,-96.70697150921106
32,-0.002441,-96.37951561296279
33,-0.003357,-96.03684027393243
34,-0.002441,-95.67899960452844
35,-0.003357,-95.30605011194075
36,-0.001831,-94.91805068921761
37,-0.001831,-94.51506260596568
38,-0.001526,-94.09714949867492
39,-0.0021360000000000003,-93.66437736066955
40,-0.003357,-93.21681453168702
41,-0.004272000000000001,-92.75453168708634
42,-0.003357,-92.27760182668762
43,-0.005798,-91.78610026324458
44,-0.004883,-91.28010461055175
45,-0.004272000000000001,-90.75969477118835
46,-0.005188,-90.22495292390083
47,-0.002441,-89.6759635106258
48,-0.002747,-89.11281322315568
49,-0.003662,-88.53559098944913
50,-0.005188,-87.94438795958821
51,-0.003052,-87.33929749138478
52,-0.003662,-86.72041513563823
53,-0.003662,-86.0878386210468
54,-0.003967,-85.44166783877522
55,-0.004272000000000001,-84.78200482668066
56,-0.004883,-84.10895375319978
57,-0.00824,-83.42262090089937
58,-0.005188,-82.72311464969299
59,-0.003662,-82.01054545972666
60,-0.003357,-81.28502585393585
61,-0.0045780000000000005,-80.54667040027675
62,-0.004272000000000001,-79.79559569363485
63,-0.004883,-79.03192033741304
64,-0.003357,-78.25576492480286
65,-0.006104,-77.46725201974145
66,-0.006409,-76.66650613755725
67,-0.003662,-75.85365372530758
68,-0.005798,-75.02882314181124
69,-0.002441,-74.19214463737912
70,-0.004272000000000001,-73.3437503332461
71,-0.0054930000000000005,-72.48377420070776
72,-0.004883,-71.61235203996453
73,-0.0045780000000000005,-70.7296214586775
74,-0.003052,-69.83572185023834
75,-0.004272000000000001,-68.93079437175767
76,-0.0054930000000000005,-68.01498192177459
77,-0.005188,-67.08842911769135
78,-0.007324,-66.15128227293671
79,-0.008545,-65.20368937386117
80,-0.0076289999999999995,-64.24580005636835
81,-0.006104,-63.277765582285696
82,-0.006104,-62.299738815478456
83,-0.0076289999999999995,-61.31187419771077
84,-0.006104,-60.314327724257474
85,-0.007324,-59.30725691927067
86,-0.007019,-58.290820810904755
87,-0.006104,-57.26517990620417
88,-0.0054930000000000005,-56.23049616575738
89,-0.004883,-55.186932978121405
90,-0.006714,-54.134655134020996
91,-0.007324,-53.07382880032608
92,-0.007019,-52.00462149381222
93,-0.0054930000000000005,-50.92720205470782
94,-0.00824,-49.84174062003214
95,-0.006714,-48.748408596728744
96,-0.00885,-47.64737863459844
97,-0.006409,-46.53882459903582
98,-0.007324,-45.42292154357384
99,-0.006409,-44.2998456822409
100,-0.00885,-43.16977436173465
101,-0.006714,-42.032886033416766
102,-0.007324,-40.88936022513353
103,-0.006409,-39.73937751286627
104,-0.005188,-38.58311949221624
105,-0.006714,-37.420768749728666
106,-0.006104,-36.252508834060194
107,-0.007935,-35.07852422699443
108,-0.007935,-33.899000314310044
109,-0.005798,-32.71412335650638
110,-0.007019,-31.524080459390568
111,-0.00824,-30.329059544531468
112,-0.00824,-29.129249319584673
113,-0.01038,-27.92483924849336
114,-0.009460000000000001,-26.716019521569713
115,-0.007324,-25.502981025461658
116,-0.008545,-24.285915313009752
117,-0.01007,-23.06501457299868
118,-0.007935,-21.84047159980838
119,-0.0116,-20.612479762969713
120,-0.01007,-19.381232976629025
121,-0.01129,-18.146925668926905
122,-0.009155,-16.90975275129587
123,-0.007935,-15.669909587681353
124,-0.009766,-14.427591963691523
125,-0.008545,-13.182996055680693
126,-0.01007,-11.936318399770556
127,-0.01038,-10.687755860814903
128,-0.009460000000000001,-9.437505601312408
129,-0.009460000000000001,-8.185765050272453
130,-0.009766,-6.932731872038661
131,-0.01007,-5.678603935075474
132,-0.0076289999999999995,-4.423579280722496
133,-0.01068,-3.1678560919212897
134,-0.01007,-1.91163266192026
135,-0.01221,-0.6551073629615424
136,-0.009766,0.60152138504401
137,-0.009460000000000001,1.858055145849829
138,-0.009460000000000001,3.1142954982088376
139,-0.01129,4.37004406720662
140,-0.01007,5.6251025555870555
141,-0.01221,6.879272775065683
142,-0.009155,8.132356677626069
143,-0.01038,9.384156386793832
144,-0.00885,10.634474228883505
145,-0.01007,11.883112764213681
146,-0.01129,13.129874818284973
147,-0.009766,14.374563512916144
148,-0.009766,15.616982297333376
149,-0.009766,16.856934979208056
150,-0.009460000000000001,18.09422575563775
151,-0.008545,19.328659244065694
152,-0.01038,20.560040513134066
153,-0.01007,21.78817511346591
154,-0.00885,23.012869108370783
155,-0.00885,24.233929104469773
156,-0.01038,25.451162282234552
157,-0.007935,26.664376426435755
158,-0.00824,27.873379956495942
159,-0.00885,29.077981956742526
160,-0.009460000000000001,30.27799220655551
161,-0.007935,31.47322121040545
162,-0.007935,32.66348022777707
163,-0.006714,33.848581302973734
164,-0.00885,35.028337294797375
165,-0.0076289999999999995,36.20256190610084
166,-0.006714,37.37106971320592
167,-0.006714,38.53367619518406
168,-0.00824,39.69019776299447
169,-0.006409,40.840451788474745
170,-0.003967,41.98425663318003
171,-0.004883,43.12143167706605
172,-0.005798,44.25179734701076
173,-0.004272000000000001,45.37517514517126
174,-0.004272000000000001,46.49138767717063
175,-0.004272000000000001,47.6002586801105
176,-0.004272000000000001,48.701613050405044
177,0.0003052,49.79527687143196
178,-0.001526,50.88107744099572
179,-0.003052,51.958843298599334
180,0.0003052,53.028404252520126
181,-0.001221,54.089591406684676
182,-0.001831,55.142237187339646
183,0.0006104,56.18617536951371
184,0.001221,57.22124110326609
185,0.001526,58.24727093971854
186,0.0009155,59.264102856865875
187,0.002441,60.27157628516083
188,0.004272000000000001,61.269532132870054
189,0.005798,62.257812811196565
190,0.007324,63.23626225916475
191,0.005798,64.20472596826416
192,0.008545,65.16305100684843
193,0.007935,66.11108604428463
194,0.007935,67.04868137485043
195,0.009766,67.97568894137419
196,0.01465,68.89196235861488
197,0.01312,69.79735693637821
198,0.01526,70.69172970236465
199,0.0177,71.57493942474655
200,0.018920000000000003,72.44684663447028
201,0.01923,73.30731364727993
202,0.02075,74.15620458545934
203,0.02228,74.99338539928871
204,0.023190000000000002,75.81872388821263
205,0.0238,76.63208972171604
206,0.0238,77.43335445990506
207,0.02563,78.22239157378894
208,0.02716,78.99907646526056
209,0.02899,79.76328648677199
210,0.03357,80.51490096070181
211,0.03418,81.25380119841155
212,0.03601,81.97987051898819
213,0.039670000000000004,82.69299426766905
214,0.04181,83.39305983394742
215,0.04364,84.079956669355
216,0.04486,84.75357630491872
217,0.04852000000000001,85.41381236828923
218,0.04761,86.06056060053851
219,0.05188,86.69371887262328
220,0.055240000000000004,87.31318720151258
221,0.055850000000000004,87.91886776597619
222,0.0592,88.51066492203172
223,0.06104,89.08848521804788
224,0.06470000000000001,89.65223740950162
225,0.06683,90.20183247338667
226,0.06989000000000001,90.73718362227139
227,0.07141,91.25820631800335
228,0.07446,91.76481828505898
229,0.08026000000000001,92.2569395235359
230,0.08148000000000001,92.7344923217857
231,0.08667,93.19740126868551
232,0.08942,93.64559326554648
233,0.09215999999999999,94.07899753765665
234,0.09186,94.49754564545728
235,0.09766,94.9011714953502
236,0.09979,95.28981135013473
237,0.101,95.66340383907252
238,0.1062,96.02188996757877
239,0.1105,96.36521312653808
240,0.11320000000000001,96.6933191012437
241,0.1138,97.00615607995874
242,0.1178,97.30367466209773
243,0.1208,97.58582786602756
244,0.1242,97.85257113648656
245,0.1254,98.10386235162012
246,0.1279,98.33966182963229
247,0.12969999999999998,98.55993233505205
248,0.1318,98.76463908461314
249,0.1331,98.95374975274672
250,0.1346,99.12723447668611
251,0.137,99.28506586118225
252,0.1392,99.42721898282994
253,0.1407,99.55367139400333
254,0.1422,99.66440312640084
255,0.1434,99.75939669419827
256,0.14250000000000002,99.8386370968101
257,0.14400000000000002,99.90211182125812
258,0.1428,99.94981084414756
259,0.1419,99.98172663324974
260,0.1447,99.99785414869157
261,0.1468,99.99819084375144
262,0.1477,99.98273666526127
263,0.1456,99.95149405361501
264,0.1416,99.9044679423832
265,0.1447,99.84166575753395
266,0.1407,99.76309741626028
267,0.1404,99.66877532541409
268,0.1419,99.55871437954688
269,0.1385,99.43293195855794
270,0.1385,99.29144792494962
271,0.13490000000000002,99.13428462069098
272,0.1346,98.96146686368962
273,0.1321,98.77302194387279
274,0.12880000000000003,98.56897961887782
275,0.1273,98.34937210935318
276,0.1236,98.11423409387037
277,0.1184,97.86360270344785
278,0.1172,97.5975175156876
279,0.11259999999999999,97.31602054852527
280,0.10890000000000001,97.01915625359527
281,0.1068,96.70697150921107
282,0.10070000000000001,96.37951561296279
283,0.09734999999999999,96.03684027393244
284,0.09308,95.67899960452847
285,0.08759,95.30605011194076
286,0.08270000000000001,94.91805068921761
287,0.07629000000000001,94.51506260596571
288,0.07050000000000001,94.09714949867491
289,0.06409000000000001,93.66437736066958
290,0.0592,93.21681453168702
291,0.05219,92.75453168708636
292,0.04852000000000001,92.27760182668764
293,0.04089,91.7861002632446
294,0.03448,91.28010461055175
295,0.02838,90.75969477118836
296,0.02136,90.22495292390086
297,0.01282,89.6759635106258
298,0.0054930000000000005,89.11281322315571
299,-0.002747,88.53559098944915
300,-0.01068,87.94438795958824
301,-0.01587,87.33929749138481
302,-0.02411,86.72041513563826
303,-0.0296,86.0878386210468
304,-0.038450000000000005,85.44166783877526
305,-0.04852000000000001,84.78200482668068
306,-0.05432,84.1089537531998
307,-0.06073,83.4226209008994
308,-0.06836,82.723114649693
309,-0.07355,82.01054545972669
310,-0.08087000000000001,81.28502585393585
311,-0.08698,80.5466704002768
312,-0.09094,79.7955956936349
313,-0.09949,79.0319203374131
314,-0.1013,78.25576492480289
315,-0.108,77.46725201974148
316,-0.11109999999999999,76.66650613755728
317,-0.1138,75.85365372530758
318,-0.11470000000000001,75.0288231418113
319,-0.11750000000000001,74.19214463737916
320,-0.1187,73.34375033324613
321,-0.1166,72.48377420070778
322,-0.11470000000000001,71.61235203996456
323,-0.11290000000000001,70.72962145867751
324,-0.1096,69.83572185023841
325,-0.1068,68.93079437175774
326,-0.10250000000000001,68.01498192177458
327,-0.09795999999999999,67.0884291176914
328,-0.09766,66.15128227293675
329,-0.09186,65.2036893738612
330,-0.08942,64.24580005636838
331,-0.08301,63.2777655822857
332,-0.07995999999999999,62.29973881547847
333,-0.07843000000000001,61.31187419771085
334,-0.07507,60.314327724257545
335,-0.07355,59.30725691927064
336,-0.06866,58.2908208109048
337,-0.06531,57.26517990620421
338,-0.061649999999999996,56.2304961657574
339,-0.061950000000000005,55.18693297812144
340,-0.06287,54.13465513402108
341,-0.05859,53.07382880032607
342,-0.05493,52.00462149381231
343,-0.055240000000000004,50.9272020547079
344,-0.05432,49.84174062003219
345,-0.050960000000000005,48.748408596728794
346,-0.05127,47.64737863459849
347,-0.05066,46.53882459903585
348,-0.04944,45.42292154357385
349,-0.047909999999999994,44.299845682241
350,-0.047,43.169774361734646
351,-0.04272,42.03288603341684
352,-0.04242,40.8893602251336
353,-0.04272,39.73937751286632
354,-0.04242,38.58311949221627
355,-0.039979999999999995,37.420768749728694
356,-0.039979999999999995,36.25250883406023
357,-0.038759999999999996,35.07852422699444
358,-0.03662,33.89900031431014
359,-0.03662,32.71412335650637
360,-0.03632,31.524080459390618
361,-0.0351,30.329059544531518
362,-0.03418,29.129249319584723
363,-0.03387,27.924839248493395
364,-0.03296,26.716019521569805
365,-0.03143,25.50298102546167
366,-0.03296,24.285915313009767
367,-0.032350000000000004,23.065014572998756
368,-0.03204,21.84047159980837
369,-0.03052,20.61247976296977
370,-0.03204,19.381232976629057
371,-0.028079999999999997,18.14692566892696
372,-0.0293,16.909752751295905
373,-0.0296,15.66990958768143
374,-0.027469999999999998,14.427591963691533
375,-0.028079999999999997,13.182996055680704
376,-0.02777,11.936318399770634
377,-0.02777,10.687755860814958
378,-0.02838,9.437505601312465
379,-0.0293,8.185765050272487
380,-0.02716,6.932731872038672
381,-0.02686,5.678603935075486
382,-0.02594,4.423579280722574
383,-0.0238,3.16785609192139
384,-0.02869,1.9116326619202497
385,-0.027469999999999998,0.6551073629616213
386,-0.02441,-0.6015213850439534
387,-0.02533,-1.8580551458497723
388,-0.0235,-3.114295498208803
389,-0.0238,-4.370044067206607
390,-0.0238,-5.625102555587043
391,-0.02258,-6.879272775065605
392,-0.021670000000000002,-8.132356677626012
393,-0.023190000000000002,-9.384156386793753
394,-0.02228,-10.634474228883427
395,-0.02411,-11.883112764213626
396,-0.02197,-13.12987481828494
397,-0.02136,-14.374563512916112
398,-0.02075,-15.616982297333276
399,-0.02136,-16.856934979208066
400,-0.021670000000000002,-18.094225755637673
401,-0.019530000000000002,-19.328659244065637
402,-0.02106,-20.560040513134034
403,-0.02106,-21.788175113465858
404,-0.02045,-23.012869108370726
405,-0.01923,-24.23392910446974
406,-0.01923,-25.45116228223454
407,-0.01984,-26.664376426435656
408,-0.018920000000000003,-27.873379956495953
409,-0.018920000000000003,-29.077981956742477
410,-0.01709,-30.277992206555453
411,-0.01648,-31.473221210405395
412,-0.01526,-32.66348022777706
413,-0.01617,-33.8485813029736
414,-0.01709,-35.02833729479736
415,-0.015560000000000001,-36.202561906100826
416,-0.01526,-37.37106971320582
417,-0.01587,-38.533676195184086
418,-0.01617,-39.69019776299442
419,-0.01617,-40.84045178847469
420,-0.01495,-41.984256633180024
421,-0.01617,-43.121431677066035
422,-0.01465,-44.251797347010665
423,-0.01495,-45.37517514517125
424,-0.01434,-46.491387677170614
425,-0.01617,-47.600258680110414
426,-0.01617,-48.70161305040507
427,-0.013730000000000001,-49.79527687143191
428,-0.01312,-50.88107744099567
429,-0.01251,-51.95884329859932
430,-0.01343,-53.02840425252011
431,-0.01495,-54.08959140668459
432,-0.01282,-55.142237187339674
433,-0.01251,-56.18617536951363
434,-0.01221,-57.221241103265996
435,-0.01221,-58.2472709397185
436,-0.01312,-59.26410285686583
437,-0.01312,-60.27157628516079
438,-0.014039999999999999,-61.26953213287004
439,-0.01099,-62.25781281119656
440,-0.01099,-63.23626225916467
441,-0.01251,-64.20472596826411
442,-0.01129,-65.16305100684838
443,-0.01282,-66.11108604428459
444,-0.01099,-67.0486813748504
445,-0.0116,-67.97568894137414
446,-0.01068,-68.89196235861486
447,-0.007935,-69.79735693637821
448,-0.009766,-70.69172970236465
449,-0.009460000000000001,-71.5749394247465
450,-0.00885,-72.44684663447023
451,-0.009460000000000001,-73.3073136472799
452,-0.0076289999999999995,-74.1562045854593
453,-0.007324,-74.99338539928868
454,-0.009460000000000001,-75.81872388821263
455,-0.006714,-76.63208972171601
456,-0.009460000000000001,-77.43335445990496
457,-0.005798,-78.2223915737889
458,-0.009155,-78.99907646526049
459,-0.007019,-79.76328648677197
460,-0.00885,-80.51490096070174
461,-0.009766,-81.25380119841158
462,-0.006714,-81.97987051898814
463,-0.0076289999999999995,-82.69299426766904
464,-0.007324,-83.39305983394738
465,-0.007019,-84.07995666935491
466,-0.007324,-84.75357630491868
467,-0.006409,-85.41381236828919
468,-0.01007,-86.0605606005385
469,-0.007935,-86.69371887262322
470,-0.006409,-87.31318720151259
471,-0.005188,-87.91886776597617
472,-0.006409,-88.51066492203174
473,-0.006104,-89.08848521804785
474,-0.006409,-89.65223740950155
475,-0.004883,-90.20183247338667
476,-0.006409,-90.73718362227135
477,-0.005798,-91.25820631800335
478,-0.003662,-91.76481828505896
479,-0.003967,-92.25693952353592
480,-0.003967,-92.73449232178567
481,-0.005188,-93.19740126868552
482,-0.006714,-93.64559326554647
483,-0.005188,-94.0789975376566
484,-0.004883,-94.49754564545728
485,-0.004883,-94.90117149535017
486,-0.003967,-95.28981135013473
487,-0.003967,-95.66340383907249
488,-0.005798,-96.02188996757877
489,-0.0045780000000000005,-96.36521312653807
490,-0.006409,-96.69331910124373
491,-0.004272000000000001,-97.00615607995874
492,-0.003662,-97.30367466209769
493,-0.003662,-97.58582786602756
494,-0.003662,-97.85257113648655
495,-0.0045780000000000005,-98.10386235162012
496,-0.001831,-98.33966182963229
497,-0.002747,-98.55993233505204
498,-0.002441,-98.76463908461312
499,-0.002747,-98.95374975274672
